path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
../data/img\200301181/200301181.jpg,200301181,포부틴정,원형,하양,UK9,-,5,22,976,1
../data/img\200301252/200301252.jpg,200301252,엘스테인캡슐,장방형,초록,ELSDWP,-,7,17,325,1
../data/img\200301284/200301284.jpg,200301284,엘도테인캡슐,장방형,초록,KUPELD,-,7,17,595,1
../data/img\200301477/200301477.jpg,200301477,알파칼연질캡슐,타원형,주황,WJ1,-,8,13,1012,1
../data/img\200301479/200301479.jpg,200301479,이벤캡슐,장방형,노랑,WalC27,-,7,3,1032,1
../data/img\200301486/200301486.jpg,200301486,람노스캡슐,장방형,하양,HanwhaLCR,-,7,22,447,1
../data/img\200301499/200301499.jpg,200301499,마그네스정,장방형,노랑,-,마크,7,3,0,214
../data/img\200301589/200301589.jpg,200301589,파이에온정,원형,자주,DID,-,5,12,284,1
../data/img\200301596/200301596.jpg,200301596,클라펜정,장방형,하양,DID,CLP,7,22,284,72
../data/img\200301610/200301610.jpg,200301610,엘도랄정,장방형,하양,K분할선D,EL300,7,22,601,97
../data/img\200301618/200301618.jpg,200301618,에도스텐캡슐,장방형,초록,NSEDO,-,7,17,719,1
../data/img\200301795/200301795.jpg,200301795,뉴젠비싸이모정,원형,분홍,CYMO,-,5,7,225,1
../data/img\200301808/200301808.jpg,200301808,코푸스탑플러스연질캡슐,타원형,주황|투명,HM,-,8,14,428,1
../data/img\200301809/200301809.jpg,200301809,스피드펜연질캡슐200밀리그램,타원형,노랑|투명,SPEED,-,8,4,886,1
../data/img\200301833/200301833.jpg,200301833,엘도인캡슐300밀리그램,장방형,초록,HMPERD,-,7,17,432,1
../data/img\200301956/200301956.jpg,200301956,이덴트플러스캡슐,장방형,초록,CPK이덴트+,-,7,17,212,1
../data/img\200301983/200301983.jpg,200301983,디펜코정,장방형,하양,CP23,분할선,7,22,207,223
../data/img\200301993/200301993.jpg,200301993,로젤민연질캡슐,타원형,초록,ALPHA,-,8,17,42,1
../data/img\200302005/200302005.jpg,200302005,조아토닉캡슐,장방형,갈색,CHO-ATON,-,7,0,181,1
../data/img\200302254/200302254.jpg,200302254,콜바스타에프정,장방형,주황,마크3,분할선,7,13,1139,223
../data/img\200302266/200302266.jpg,200302266,두배락캡슐,장방형,노랑,마크DVL,-,7,3,1150,1
../data/img\200302376/200302376.jpg,200302376,메가비타연질캡슐,장방형,갈색,RPMGT,-,7,0,795,1
../data/img\200302457/200302457.jpg,200302457,유니펙탄캡슐,장방형,초록,FECTAN300,-,7,17,358,1
../data/img\200302521/200302521.jpg,200302521,탐부틴정200밀리그램,원형,하양,마크T2,분할선,5,22,1171,223
../data/img\200302623/200302623.jpg,200302623,엑사드정75밀리그램,장방형,주황,KP,ZN75,7,13,585,206
../data/img\200302728/200302728.jpg,200302728,니타딘정,원형,주황,NKN,-,5,13,711,1
../data/img\200302831/200302831.jpg,200302831,나노펜정,장방형,빨강,KB,15,7,9,532,8
../data/img\200308619/200308619.jpg,200308619,리리스정,장방형,노랑,마크,분할선,7,3,1137,223
../data/img\200308774/200308774.jpg,200308774,뮤코다인캡슐200mg,장방형,파랑,ETXMUD200,-,7,20,341,1
../data/img\200400067/200400067.jpg,200400067,티티아민정,타원형,갈색,HTT,-,8,0,443,1
../data/img\200400114/200400114.jpg,200400114,제이딘정75밀리그램,원형,분홍,J,75,5,7,492,24
../data/img\200400118/200400118.jpg,200400118,락토웰장용캡슐,장방형,연두,CKDLTW,-,7,11,185,1
../data/img\200400135/200400135.jpg,200400135,덱시로펜정,장방형,분홍,DPC,-,7,7,295,1
../data/img\200400325/200400325.jpg,200400325,아로나민씨플러스정,장방형,노랑,ARO-C,-,7,3,63,1
../data/img\200400364/200400364.jpg,200400364,한올트리메부틴말레산염정,원형,하양,마크43,-,5,22,1141,1
../data/img\200400463/200400463.jpg,200400463,이지엔6애니연질캡슐,타원형,청록|투명,ANY,-,8,16,59,1
../data/img\200400500/200400500.jpg,200400500,삐콤씨에이스정,타원형,갈색,YH,B분할선A,8,0,1043,59
../data/img\200400550/200400550.jpg,200400550,에카씬정,원형,분홍,M분할선L,-,5,7,695,1
../data/img\200400641/200400641.jpg,200400641,세리펙에스정,원형,주황,ANP,SRP,5,13,56,162
../data/img\200400644/200400644.jpg,200400644,아나탁심정,타원형,파랑,MTS,ANT,8,20,675,36
../data/img\200400668/200400668.jpg,200400668,에르딘캡슐,장방형,초록,ERD마크,-,7,17,329,1
../data/img\200400766/200400766.jpg,200400766,페리닥터캡슐,장방형,분홍,D-WD-WPDRPDR,-,7,7,254,1
../data/img\200400830/200400830.jpg,200400830,엘도신캡슐,장방형,초록,KAPEDC,-,7,17,530,1
../data/img\200400925/200400925.jpg,200400925,훼로바프리미엄캡슐,장방형,갈색,FRV-P,-,7,0,365,1
../data/img\200400951/200400951.jpg,200400951,엘도스타캡슐,장방형,초록,SNPERD,-,7,17,873,1
../data/img\200401058/200401058.jpg,200401058,훼르친캡슐,장방형,갈색,CGPHRC,-,7,0,173,1
../data/img\200401210/200401210.jpg,200401210,진트로이에프정,원형,하양,JRP분할선150F,-,5,22,506,1
../data/img\200401307/200401307.jpg,200401307,아진팜정,장방형,주황,F7,-,7,13,356,1
../data/img\200401321/200401321.jpg,200401321,속코정,장방형,하양,SOCO,I분할선Y,7,22,882,115
../data/img\200401329/200401329.jpg,200401329,유란탁정75밀리그램,원형,분홍,U,-,5,7,972,1
../data/img\200401445/200401445.jpg,200401445,엘로틴캡슐,장방형,초록,마크ELT,-,7,17,1151,1
../data/img\200401488/200401488.jpg,200401488,잔시큐정75mg,오각형,분홍,마크,75,4,7,1137,24
../data/img\200401799/200401799.jpg,200401799,알카펜네이잘연질캡슐,타원형,빨강|투명,AK-N,-,8,10,38,1
../data/img\200401852/200401852.jpg,200401852,덴타씨포르테캡슐,장방형,노랑,DTFDTF,-,7,3,302,1
../data/img\200402063/200402063.jpg,200402063,맥코이정,장방형,하양,WAL33,-,7,22,1008,1
../data/img\200402065/200402065.jpg,200402065,오스틴엘시스틴연질캡슐500밀리그램,장방형,주황,WaLL.S,-,7,13,1025,1
../data/img\200402069/200402069.jpg,200402069,삼메틴정,원형,하양,Wal23,-,5,22,1029,1
../data/img\200402284/200402284.jpg,200402284,에도스캡슐,장방형,초록,YIEdos,-,7,17,1055,1
../data/img\200402297/200402297.jpg,200402297,리보렌에스연질캡슐,타원형,갈색,YI-RS,-,8,0,1054,1
../data/img\200402458/200402458.jpg,200402458,엘펙탄캡슐,장방형,초록,SUDOSUDOEPTEPT,-,7,17,899,1
../data/img\200402508/200402508.jpg,200402508,엘테인캡슐,장방형,초록,HANAETI,-,7,17,410,1
../data/img\200402546/200402546.jpg,200402546,이모나캡슐,장방형,초록,마크EMN,-,7,17,1152,1
../data/img\200402580/200402580.jpg,200402580,콤비올에이정,장방형,청록,COMBY,-,7,15,202,1
../data/img\200402581/200402581.jpg,200402581,리게논-큐연질캡슐,장방형,주황,SILGQ,-,7,13,845,1
../data/img\200402585/200402585.jpg,200402585,알레스탑-에스정,장방형,연두,SIA,-,7,11,837,1
../data/img\200402912/200402912.jpg,200402912,엘도린캡슐,장방형,초록,YPPEDL,-,7,17,1073,1
../data/img\200402947/200402947.jpg,200402947,타이펜8시간이알서방정,장방형,하양,TYPENER,-,7,22,967,1
../data/img\200403042/200403042.jpg,200403042,헤모테인캡슐,장방형,갈색,GUJUHMT,-,7,0,399,1
../data/img\200403052/200403052.jpg,200403052,메부틴정,원형,하양,GJ,TM,5,22,388,172
../data/img\200403090/200403090.jpg,200403090,뮤코메드캡슐,장방형,초록,GUJUMCM,-,7,17,400,1
../data/img\200403167/200403167.jpg,200403167,아페린정,장방형,하양,H분할선S,AR,7,22,450,37
../data/img\200403327/200403327.jpg,200403327,콜레논연질캡슐,타원형,초록,CLN,-,8,17,189,1
../data/img\200403333/200403333.jpg,200403333,에센비정,사각형,갈색,E,마크,2,0,315,214
../data/img\200403398/200403398.jpg,200403398,비컴쿨캡슐,장방형,파랑,비컴쿨비컴쿨,-,7,20,1205,1
../data/img\200403625/200403625.jpg,200403625,푸푸에프연질캡슐,장방형,빨강|투명,RPPPF,-,7,10,799,1
../data/img\200403634/200403634.jpg,200403634,헤모퀸탑연질캡슐,장방형,갈색,HQT,-,7,0,437,1
../data/img\200403642/200403642.jpg,200403642,두캅스에이연질캡슐,타원형,초록|투명,DS,-,8,18,299,1
../data/img\200403646/200403646.jpg,200403646,웰비타연질캡슐,장방형,갈색,SKWVT,-,7,0,864,1
../data/img\200403647/200403647.jpg,200403647,리놀민연질캡슐,타원형,연두,리놀민,-,8,11,1127,1
../data/img\200403671/200403671.jpg,200403671,에이스펜연질캡슐,타원형,주황|투명,RPLDP,-,8,14,793,1
../data/img\200403678/200403678.jpg,200403678,훼너지캡슐,장방형,갈색,SDFNG,-,7,0,826,1
../data/img\200403682/200403682.jpg,200403682,하디펜에프연질캡슐,타원형,초록,RPHDF,-,8,17,790,1
../data/img\200403710/200403710.jpg,200403710,엘도코프캡슐,장방형,초록,KBPECC,-,7,17,535,1
../data/img\200403718/200403718.jpg,200403718,덴티몬캡슐,장방형,파랑,KBPKBP,-,7,20,536,1
../data/img\200403731/200403731.jpg,200403731,케이비티딘정75밀리그램,원형,분홍,K,75,5,7,526,24
../data/img\200403777/200403777.jpg,200403777,벤다졸정,타원형,노랑,Korus,Korus,8,3,600,121
../data/img\200403808/200403808.jpg,200403808,비오알정,원형,주황,BIOR분할선,-,5,13,111,1
../data/img\200403886/200403886.jpg,200403886,콜다운연질캡슐,타원형,연두,NPC,-,8,11,715,1
../data/img\200404048/200404048.jpg,200404048,비도스캡슐,장방형,초록,KPPBDS,-,7,17,587,1
../data/img\200404168/200404168.jpg,200404168,덴타-파워캡슐,장방형,파랑,덴타파워IB,-,7,20,1116,1
../data/img\200404657/200404657.jpg,200404657,엘도브론캡슐300밀리그램,장방형,초록,KKED,-,7,17,557,1
../data/img\200404702/200404702.jpg,200404702,케이시드듀오정,타원형,파랑,KKM,-,8,20,559,1
../data/img\200404779/200404779.jpg,200404779,엘도캡슐,장방형,초록,IBNELD,-,7,17,454,1
../data/img\200410715/200410715.jpg,200410715,칼테오-40정,타원형,하양,Calteo,40,8,22,231,18
../data/img\200411048/200411048.jpg,200411048,엘도텍캡슐,장방형,초록,WalC13,-,7,17,1031,1
../data/img\200500102/200500102.jpg,200500102,알루실산정,장방형,주황,GH,-,7,13,379,1
../data/img\200500186/200500186.jpg,200500186,칼디텍츄어블정,원형,하양,마크,-,5,22,1137,1
../data/img\200500432/200500432.jpg,200500432,케어본플러스정,타원형,연두,IDP·C,-,8,11,469,1
../data/img\200500435/200500435.jpg,200500435,콘센비타연질캡슐,장방형,갈색,IDPCV,-,7,0,466,1
../data/img\200500548/200500548.jpg,200500548,게므론골드정,타원형,주황,게므론G,-,8,13,1107,1
../data/img\200500552/200500552.jpg,200500552,씨콜드정,타원형,파랑,CC,-,8,20,160,1
../data/img\200500570/200500570.jpg,200500570,타나센정,타원형,연두,YH,TNX,8,11,1043,173
../data/img\200500605/200500605.jpg,200500605,슈카민정,원형,하양,M분할선L,-,5,22,695,1
../data/img\200500806/200500806.jpg,200500806,나프노펜정,타원형,파랑,NN,-,8,20,713,1
../data/img\200500864/200500864.jpg,200500864,졸리민정,장방형,파랑,ZLM,-,7,20,1079,1
../data/img\200500887/200500887.jpg,200500887,진셀몬큐텐정,타원형,빨강,Q10,YJP,8,9,770,200
../data/img\200501234/200501234.jpg,200501234,투헬스연질캡슐,장방형,검정,투헬스,-,7,2,1251,1
../data/img\200501401/200501401.jpg,200501401,센시덴탈캡슐,장방형,보라,경남센시덴탈,-,7,5,1108,1
../data/img\200501559/200501559.jpg,200501559,니자티드정,원형,노랑,NZT75,-,5,3,728,1
../data/img\200501637/200501637.jpg,200501637,홈타민에이연질캡슐,장방형,갈색,Homtamin-A,-,7,0,449,1
../data/img\200501661/200501661.jpg,200501661,뉴란스플러스정,장방형,빨강,N분할선P,마크,7,9,731,214
../data/img\200501899/200501899.jpg,200501899,옥시큐텐연질캡슐,장방형,갈색,옥시큐텐,-,7,0,1224,1
../data/img\200502014/200502014.jpg,200502014,두스카정,타원형,하양,NS2,-,8,22,718,1
../data/img\200502086/200502086.jpg,200502086,타이리콜8시간이알서방정,장방형,하양,HNER,-,7,22,435,1
../data/img\200502128/200502128.jpg,200502128,다아펜정,장방형,하양,분할선,마크DΛ,7,22,1201,217
../data/img\200502133/200502133.jpg,200502133,쾌이락큐정,장방형,분홍,마크GE,-,7,7,1154,1
../data/img\200502160/200502160.jpg,200502160,라닉스정75밀리그램,원형,분홍,SI75,-,5,7,836,1
../data/img\200502294/200502294.jpg,200502294,트리앤정,원형,하양,LCB,-,5,22,609,1
../data/img\200502310/200502310.jpg,200502310,리렉사정,장방형,하양,LCB,L8,7,22,609,124
../data/img\200502450/200502450.jpg,200502450,아낙센정,장방형,파랑,alpha,200,7,20,1087,12
../data/img\200502455/200502455.jpg,200502455,센도스연질캡슐,타원형,갈색,센도스,-,8,0,1208,1
../data/img\200502474/200502474.jpg,200502474,브로다제장용정,장방형,분홍,YP,-,7,7,1064,1
../data/img\200502661/200502661.jpg,200502661,제나콤정,장방형,주황,ZN,분할선,7,13,1081,223
../data/img\200502688/200502688.jpg,200502688,비타비스정,원형,빨강,KMS,C15,5,9,567,61
../data/img\200502967/200502967.jpg,200502967,웰빙멀티비타연질캡슐,장방형,갈색,RPWBV,-,7,0,802,1
../data/img\200502970/200502970.jpg,200502970,넥스톤연질캡슐,장방형,검정,RPNEX,-,7,2,797,1
../data/img\200503125/200503125.jpg,200503125,덴카바캡슐,장방형,파랑,알리코덴카바,-,7,20,1216,1
../data/img\200511293/200511293.jpg,200511293,오큐바이트프리저비전정,타원형,분홍,BL01,분할선,8,7,118,223
../data/img\200600233/200600233.jpg,200600233,마이렉스정,장방형,노랑,TGMG,-,7,3,935,1
../data/img\200600421/200600421.jpg,200600421,아스콘에이캡슐,장방형,노랑,ASCONASCON,-,7,3,68,1
../data/img\200600573/200600573.jpg,200600573,훼리너프캡슐,장방형,갈색,GCC훼리너프,-,7,0,375,1
../data/img\200600665/200600665.jpg,200600665,엘시콤정,장방형,노랑,UM,분할선,7,3,978,223
../data/img\200603871/200603871.jpg,200603871,코프렐정,원형,하양,마크,CF20,5,22,1137,67
../data/img\200604321/200604321.jpg,200604321,시노코프캡슐,장방형,초록,현대약품시노코프,-,7,17,1275,1
../data/img\200605371/200605371.jpg,200605371,래피콜에이캡슐,장방형,주황,YHRPC-A,-,7,13,1051,1
../data/img\200605374/200605374.jpg,200605374,브이텐연질캡슐,장방형,갈색,YHVT,-,7,0,1052,1
../data/img\200606617/200606617.jpg,200606617,라니티스정,원형,노랑,IB,XID,5,3,451,198
../data/img\200607004/200607004.jpg,200607004,칼디플러스정,장방형,하양,HN분할선CA,-,7,22,436,1
../data/img\200607006/200607006.jpg,200607006,미래트리메부틴정,원형,연두,-,마크TM,5,11,0,221
../data/img\200607734/200607734.jpg,200607734,트루비타정,타원형,갈색,YH,TV,8,0,1043,176
../data/img\200607735/200607735.jpg,200607735,콘택골드캡슐,장방형,빨강,YHCNT,-,7,9,1046,1
../data/img\200607736/200607736.jpg,200607736,덴타자임캡슐,장방형,노랑,YHDTZ,-,7,3,1047,1
../data/img\200607843/200607843.jpg,200607843,콜그린에이캡슐,장방형,노랑,콜그린A------마크,ColgreenA---------,7,3,1241,80
../data/img\200607863/200607863.jpg,200607863,보령알벤다졸정,장방형,주황,D분할선Z,-,7,13,314,1
../data/img\200607867/200607867.jpg,200607867,아미노피정,장방형,연두,AMN,I분할선Y,7,11,49,115
../data/img\200607870/200607870.jpg,200607870,일양아이콤연질캡슐,타원형,갈색,아이콤,-,8,0,1215,1
../data/img\200607903/200607903.jpg,200607903,셀지민정,타원형,분홍,SEZ,분할선,8,7,833,223
../data/img\200607969/200607969.jpg,200607969,산타몬플러스캡슐,장방형,보라,산타몬플러스,-,7,5,1207,1
../data/img\200608158/200608158.jpg,200608158,큐텐훌연질캡슐,장방형,갈색,SIQ10,-,7,0,852,1
../data/img\200608208/200608208.jpg,200608208,비타씬-플러스정,타원형,노랑,CAVTS,-,8,3,156,1
../data/img\200608328/200608328.jpg,200608328,레드콜연질캡슐,장방형,빨강|투명,RDC,-,7,10,778,1
../data/img\200608329/200608329.jpg,200608329,그린콜연질캡슐,타원형,노랑|투명,GRC,-,8,4,396,1
../data/img\200608335/200608335.jpg,200608335,비타헬스연질캡슐,장방형,갈색,VTH,-,7,0,1005,1
../data/img\200608339/200608339.jpg,200608339,코텐비타연질캡슐,장방형,갈색,RPCQV,-,7,0,787,1
../data/img\200608466/200608466.jpg,200608466,마그넬정,장방형,하양,MGN,마크,7,22,643,214
../data/img\200610627/200610627.jpg,200610627,사리돈에이정,원형,하양,Saridon,Saridon,5,22,906,164
../data/img\200610765/200610765.jpg,200610765,지르텍정,장방형,하양,Z분할선Z,-,7,22,1086,1
../data/img\200610785/200610785.jpg,200610785,애드빌리퀴겔연질캡슐,타원형,초록|투명,Advil,-,8,18,83,1
../data/img\200612567/200612567.jpg,200612567,칼시롤정,장방형,초록,SWCL,-,7,17,905,1
../data/img\200612754/200612754.jpg,200612754,파로베캡슐,장방형,주황,파로베IDP,-,7,13,1252,1
../data/img\200700012/200700012.jpg,200700012,안티노을연질캡슐,장방형,초록,RPANL,-,7,17,783,1
../data/img\200700800/200700800.jpg,200700800,텐텐츄정,사각형,빨강,-,-,2,9,0,1
../data/img\200700843/200700843.jpg,200700843,뷰원연질캡슐,타원형,갈색,DCVO,-,8,0,275,1
../data/img\200700917/200700917.jpg,200700917,맥스텐정,장방형,초록,WK77,-,7,17,1019,1
../data/img\200701280/200701280.jpg,200701280,렉스펜정,장방형,하양,T39,-,7,22,916,1
../data/img\200701644/200701644.jpg,200701644,멘유포르테연질캡슐,장방형,갈색,RPMNF,-,7,0,796,1
../data/img\200702038/200702038.jpg,200702038,배탈렌캡슐,장방형,주황,HIPBTL,-,7,13,420,1
../data/img\200702709/200702709.jpg,200702709,뮤레스캡슐,장방형,초록,CSYMUC,-,7,17,216,1
../data/img\200703087/200703087.jpg,200703087,푸마훼린연질캡슐,장방형,갈색,YHFMFR,-,7,0,1049,1
../data/img\200703357/200703357.jpg,200703357,콜드큐정,장방형,하양,CLD,분할선,7,22,187,223
../data/img\200703429/200703429.jpg,200703429,캐롤에프정,타원형,분홍,IDC·F,-,8,7,461,1
../data/img\200703718/200703718.jpg,200703718,랠리토닉연질캡슐,장방형,갈색,랠리토닉,-,7,0,1120,1
../data/img\200704406/200704406.jpg,200704406,룩스린에프연질캡슐,타원형,갈색,LXR-F,-,8,0,622,1
../data/img\200704407/200704407.jpg,200704407,코큐텐비타알부정,장방형,갈색,ΛLQ,I분할선Y,7,0,1095,115
../data/img\200704636/200704636.jpg,200704636,조인탑200연질캡슐,타원형,갈색,조인탑200,-,8,0,1237,1
../data/img\200704813/200704813.jpg,200704813,헤모큐플러스캡슐,장방형,갈색,D.WHMQ,-,7,0,260,1
../data/img\200704918/200704918.jpg,200704918,콜콜코정,원형,하양,CA분할선CO,-,5,22,158,1
../data/img\200705423/200705423.jpg,200705423,청명에프연질캡슐,타원형,갈색,PK,-,8,0,741,1
../data/img\200705433/200705433.jpg,200705433,다나프록센정,타원형,파랑,HKDN,-,8,20,424,1
../data/img\200706280/200706280.jpg,200706280,티라노골드츄어블정,원형,분홍,마크,마크,5,7,1137,214
../data/img\200706341/200706341.jpg,200706341,산크만정,장방형,주황,BTO1,-,7,13,135,1
../data/img\200707521/200707521.jpg,200707521,테스톤지-플러스연질캡슐,장방형,갈색,YPL,-,7,0,1070,1
../data/img\200707533/200707533.jpg,200707533,아이피아연질캡슐,타원형,갈색,KN-E,-,8,0,569,1
../data/img\200707923/200707923.jpg,200707923,덴티하이캡슐,장방형,노랑,DentiHigh,-,7,3,310,1
../data/img\200707958/200707958.jpg,200707958,웰시연질캡슐,타원형,초록,ET2,-,8,17,334,1
../data/img\200708081/200708081.jpg,200708081,덴파사캡슐,장방형,파랑,DADPS,-,7,20,265,1
../data/img\200708094/200708094.jpg,200708094,크린브라이트연질캡슐,타원형,초록,DIDC,-,8,17,285,1
../data/img\200709062/200709062.jpg,200709062,노콜레스연질캡슐,타원형,연두,CANO,-,8,11,154,1
../data/img\200709256/200709256.jpg,200709256,알파클로닉신리신정,원형,파랑,ALPHAPHARM,-,5,20,44,1
../data/img\200709544/200709544.jpg,200709544,임팩타민정,타원형,주황,V-B,-,8,13,985,1
../data/img\200709806/200709806.jpg,200709806,아이플러스연질캡슐,타원형,갈색,EYE,-,8,0,350,1
../data/img\200709861/200709861.jpg,200709861,엠티정,원형,노랑,MMMT,-,5,3,664,1
../data/img\200709865/200709865.jpg,200709865,헬씨캄에스정,장방형,하양,DID,HEL,7,22,284,107
../data/img\200709913/200709913.jpg,200709913,제스판골드정,장방형,연두,ZPG,-,7,11,1082,1
../data/img\200710124/200710124.jpg,200710124,파워아민연질캡슐,타원형,빨강,POW,-,8,9,755,1
../data/img\200710167/200710167.jpg,200710167,아이비즈연질캡슐,삼각형,초록,-,-,3,17,0,1
../data/img\200710246/200710246.jpg,200710246,모아뷰연질캡슐,타원형,갈색,MOA,-,8,0,667,1
../data/img\200710369/200710369.jpg,200710369,아이팜골드연질캡슐,타원형,갈색,CP-E,-,8,0,206,1
../data/img\200710427/200710427.jpg,200710427,콜스탑연질캡슐,장방형,갈색|투명,RPCST,-,7,1,789,1
../data/img\200710782/200710782.jpg,200710782,탁센연질캡슐,타원형,초록|투명,TAK-SEN,-,8,18,920,1
../data/img\200710816/200710816.jpg,200710816,노페로캡슐,장방형,갈색,Fe100,-,7,0,366,1
../data/img\200710817/200710817.jpg,200710817,맥시부펜이알정300밀리그램,장방형,하양,MX,-,7,22,685,1
../data/img\200711036/200711036.jpg,200711036,팜스타정,타원형,연두,SL9,-,8,11,866,1
../data/img\200711676/200711676.jpg,200711676,써클업연질캡슐,장방형,갈색,YHCCP,-,7,0,1045,1
../data/img\200711893/200711893.jpg,200711893,바이오콘연질캡슐,장방형,초록,BIOCON,-,7,17,110,1
../data/img\200712325/200712325.jpg,200712325,포리그론연질캡슐,타원형,갈색,포리그론,-,8,0,1256,1
../data/img\200712481/200712481.jpg,200712481,메가파워정,타원형,빨강,YH,MG,8,9,1043,134
../data/img\200712903/200712903.jpg,200712903,랜시드정,원형,하양,HKLC,-,5,22,425,1
../data/img\200713004/200713004.jpg,200713004,제이웰라민연질캡슐,장방형,갈색,J-WELL,-,7,0,493,1
../data/img\200713171/200713171.jpg,200713171,엘큐정,원형,하양,LCT,-,5,22,613,1
../data/img\200800231/200800231.jpg,200800231,덴타메디에프캡슐,장방형,파랑,BMI115,-,7,20,121,1
../data/img\200800614/200800614.jpg,200800614,아클린정,장방형,파랑,IWP,A2,7,20,481,27
../data/img\200800687/200800687.jpg,200800687,마이보라정,원형,하양,-,-,5,22,0,1
../data/img\200800688/200800688.jpg,200800688,미니보라30,원형,노랑,-,-,5,3,0,1
../data/img\200801021/200801021.jpg,200801021,아로민필름코팅정,타원형,노랑,ARO-M,-,8,3,64,1
../data/img\200801383/200801383.jpg,200801383,네오칼디정,장방형,하양,K분할선K,NEO,7,22,602,144
../data/img\200801686/200801686.jpg,200801686,구바파정,원형,분홍,-,G2,5,7,0,105
../data/img\200802213/200802213.jpg,200802213,비타비백정,타원형,빨강,YH,V100,8,9,1043,186
../data/img\200802314/200802314.jpg,200802314,골드타민연질캡슐,타원형,빨강,골드타민,-,8,9,1109,1
../data/img\200802513/200802513.jpg,200802513,라이켄캡슐500mg,장방형,연두,BMI116,-,7,11,122,1
../data/img\200802547/200802547.jpg,200802547,예스비타연질캡슐,장방형,갈색,ETXYV,-,7,0,345,1
../data/img\200802773/200802773.jpg,200802773,디카맥스디정,장방형,연두,마크,D,7,11,1137,81
../data/img\200802864/200802864.jpg,200802864,디카맥스디플러스정,타원형,연두,마크,P,8,11,1137,146
../data/img\200802969/200802969.jpg,200802969,라딘정75밀리그램,오각형,분홍,UT,75,4,7,980,24
../data/img\200804083/200804083.jpg,200804083,하나막스정,장방형,하양,DID,HNX,7,22,284,108
../data/img\200804589/200804589.jpg,200804589,아프타치정,원형,주황,-,-,5,13,0,1
../data/img\200805092/200805092.jpg,200805092,바이스탑캡슐,장방형,주황,SIBS,-,7,13,840,1
../data/img\200805926/200805926.jpg,200805926,엑스프리벤정,타원형,갈색,마크,X,8,0,1137,197
../data/img\200806190/200806190.jpg,200806190,씨콜드플러스코프정,타원형,노랑,CC+,-,8,3,161,1
../data/img\200806191/200806191.jpg,200806191,씨콜드플러스정,타원형,파랑,CC+,-,8,20,161,1
../data/img\200806192/200806192.jpg,200806192,씨콜드플러스노즈정,타원형,초록,CCN+,-,8,17,164,1
../data/img\200806365/200806365.jpg,200806365,알러딘정,타원형,분홍,HS,ΛD,8,7,438,208
../data/img\200806462/200806462.jpg,200806462,콜콜코프캡슐,장방형,자주,CACOU,-,7,12,148,1
../data/img\200806637/200806637.jpg,200806637,액티콤연질캡슐,장방형,갈색,YHACT,-,7,0,1044,1
../data/img\200806797/200806797.jpg,200806797,조인트빅300연질캡슐,장방형,빨강,300JB,-,7,9,12,1
../data/img\200806856/200806856.jpg,200806856,조인콘사민연질캡슐,장방형,주황,ET-J,-,7,13,331,1
../data/img\200806857/200806857.jpg,200806857,콘드로빅300연질캡슐,장방형,갈색,300CB,-,7,0,11,1
../data/img\200806961/200806961.jpg,200806961,맥덴타에프캡슐,장방형,파랑,MCMDF,-,7,20,633,1
../data/img\200807058/200807058.jpg,200807058,알싹정,장방형,주황,P분할선K,-,7,13,768,1
../data/img\200807207/200807207.jpg,200807207,멜리안정,원형,하양,-,-,5,22,0,1
../data/img\200807310/200807310.jpg,200807310,슬리펠정25밀리그램,원형,하양,HM,S,5,22,428,154
../data/img\200807312/200807312.jpg,200807312,마메이드정,타원형,분홍,NP,-,8,7,714,1
../data/img\200807552/200807552.jpg,200807552,메가백정,타원형,주황,L분할선S,M분할선G,8,13,627,143
../data/img\200807582/200807582.jpg,200807582,코딜로드정,원형,초록,T7,-,5,17,918,1
../data/img\200807669/200807669.jpg,200807669,헤모로빈연질캡슐,장방형,갈색,RPHLB,-,7,0,791,1
../data/img\200807721/200807721.jpg,200807721,헤모렌캡슐,장방형,갈색,HEMOREN,-,7,0,418,1
../data/img\200807756/200807756.jpg,200807756,비타코플러스연질캡슐,장방형,갈색,VTCP,-,7,0,1004,1
../data/img\200807882/200807882.jpg,200807882,디펙타민연질캡슐,타원형,청록|투명,DFT,-,8,16,280,1
../data/img\200807945/200807945.jpg,200807945,에버칼정,장방형,분홍,EVC,분할선,7,7,347,223
../data/img\200808028/200808028.jpg,200808028,단자민정,장방형,하양,KDC,DZ,7,22,541,95
../data/img\200808096/200808096.jpg,200808096,가네탑골드연질캡슐,타원형,갈색,가네탑골드,-,8,0,1106,1
../data/img\200808194/200808194.jpg,200808194,액티브큐텐연질캡슐,장방형,갈색,액티브큐텐,-,7,0,1218,1
../data/img\200808195/200808195.jpg,200808195,멀티아민정,타원형,갈색,MTS,-,8,0,675,1
../data/img\200808511/200808511.jpg,200808511,멜라클리어어드밴스정,원형,하양,DSM,-,5,22,301,1
../data/img\200808686/200808686.jpg,200808686,하이펜정,장방형,노랑,마크HF,-,7,3,1155,1
../data/img\200808755/200808755.jpg,200808755,마노엘정,장방형,분홍,마크VN,분할선,7,7,1172,223
../data/img\200808774/200808774.jpg,200808774,덴플러스포르테캡슐,장방형,파랑,ETXDF,-,7,20,340,1
../data/img\200808862/200808862.jpg,200808862,장비오캡슐,장방형,하양,MPSJBO,-,7,22,670,1
