품목일련번호,품목명,표시앞,표시뒤,의약품제형,색상,큰제품이미지
200102667,코드랍정,PK분할선F,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200020
200005087,아시돌연질캡슐1마이크로그램(알파칼시돌),KPP,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200039
200103882,프리메정(덱시부프로펜디.씨),PM,분할선,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427985925200054
200202873,엔시드8시간이알서방정650mg(아세트아미노펜),ENSIDER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpWe
200300741,에스코판정,CGP31,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000132
200201549,알부라민연질캡슐,CTR,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100182
200101844,잘젠정,CZZ,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ne_AD1Jdwa
200301181,포부틴정(트리메부틴말레산염),UK9,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428028353000192
200101555,포나민정,SJO,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029800012
200300976,테라400정,TFT,I분할선Y,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000017
200102499,로이디펜캡슐,마크RDP,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000020
200103964,시노피드플러스정,마크,+SNPD,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600095
200403090,뮤코메드캡슐(에르도스테인),GUJUMCM,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600167
200400951,엘도스타캡슐(에르도스테인),SNPERD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000060
200401488,잔시큐정75mg(라니티딘염산염),마크,75,오각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200057
200400114,제이딘정75밀리그램(라니티딘염산염),J,75,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLbF
200404702,케이시드듀오정,KKM,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kcld
200403052,메부틴정(트리메부틴말레산염)(수출명:SupertrimTab.),GJ,TM,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200099
200100323,팍스정(덱시부프로펜),K분할선S,3,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU9c_
200101871,에이치엘비나프록센정(나프록센나트륨),CTNF,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NgH462H52C
200302457,유니펙탄캡슐(에르도스테인),FECTAN300,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317963768300004
200300416,다보타민큐정,Y분할선H,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200099
200300420,비타써클연질캡슐,VCL,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428033089000162
200400500,삐콤씨에이스정(수출명:유한삐콤씨에이스정),YH,B분할선A,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200034
200401321,속코정,SOCO,I분할선Y,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200037
200401307,아진팜정,F7,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200044
199703566,통키파에이정(나프록센나트륨),마크,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256854515100168
200204369,트리엠정100밀리그램(트리메부틴말레산염),ITM,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427990414400088
200101539,알편제정,마크,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599011651100088
200400668,에르딘캡슐(에르도스테인),ERD마크,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597926907400091
200300655,진셀몬에스이정,ZS,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428038475100091
200501559,니자티드정(니자티딘),NZT75,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765867288000094
200500432,케어본플러스정,IDP·C,-,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600045
200302266,두배락캡슐(바실루스리케니포르미스균),마크DVL,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v4Ve
200300470,포리부틴정150mg(트리메부틴말레산염),SAMIL분할선150,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153944523549600003
200210304,판토가캅셀,마크PTG,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5FRxh
200401445,엘로틴캡슐(에르도스테인),마크ELT,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151862149780300023
200702709,뮤레스캡슐(에르도스테인),CSYMUC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800054
200301833,엘도인캡슐300밀리그램(에르도스테인),HMPERD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NQDCuOtpjs
200403731,케이비티딘정75밀리그램(라니티딘염산염),K,75,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300166
200502474,브로다제장용정(브로멜라인),YP,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6STd
200402947,타이펜8시간이알서방정,TYPENER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MyUBPbyRvy
200300251,엘펙트캡슐(에르도스테인),KJEPT,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900147
200101683,덱스핀정(덱시부프로펜디.씨),UTD,분할선,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148648204204900162
200400830,엘도신캡슐(에르도스테인),KAPEDC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759742474000010
200300100,엘도란트캡슐(에르도스테인),CKDEDLT,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955083194100029
200401210,진트로이에프정(트리메부틴말레산염),JRP분할선150F,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NS_W1EmQfZ
200009525,로와콜연질캡슐,-,-,기타,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428048275900010
200400118,락토웰장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),CKDLTW,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428142941300086
200500186,칼디텍츄어블정,마크,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428142941300172
200301477,알파칼연질캡슐(알파칼시돌),WJ1,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428004449100073
200301252,엘스테인캡슐(에르도스테인),ELSDWP,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1Ov
200301284,엘도테인캡슐(에르도스테인)(수출명:AldoteinCaps.),KUPELD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvloR
200402912,엘도린캡슐(에르도스테인),YPPEDL,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428104716000081
200404048,비도스캡슐(에르도스테인),KPPBDS,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428104716000086
200402069,삼메틴정(트리메부틴말레산염),Wal23,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369821142900060
200402458,엘펙탄캡슐(에르도스테인),SUDOSUDOEPTEPT,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369816808400050
200300406,닥터베아제정,닥터베아제,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148647963523800122
200300579,도스틴캡슐(에르도스테인),SADST,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428059700400003
200300769,엔디스캡슐(에르도스테인),SCDEDS,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428059700400009
200411048,엘도텍캡슐(에르도스테인),WalC13,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428059700400012
200401329,유란탁정75밀리그램(라니티딘염산염),U,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609551813100111
200502086,타이리콜8시간이알서방정(아세트아미노펜),HNER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxq7V
200301069,마이부틴정(트리메부틴말레산염),DM,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428009393000151
200201329,디프로펜정300밀리그램(덱시부프로펜디.씨.),DPF,분할선,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428009393000163
200201481,하드칼츄어블정,BKH-Ca,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800028
200301486,람노스캡슐(락토바실루스카제이변종람노수스)(수출명1:올바이오캡슐|수출명2:안티비오포르테캡슐),HanwhaLCR,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900087
200500887,진셀몬큐텐정,Q10,YJP,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609560593700054
200302623,엑사드정75밀리그램(니자티딘),KP,ZN75,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLfw
200402284,에도스캡슐(에르도스테인),YIEdos,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428065594600056
200301596,클라펜정,DID,CLP,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcelJgSVf0
200404779,엘도캡슐(에르도스테인),IBNELD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428071610700024
200403710,엘도코프캡슐(에르도스테인),KBPECC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCfD
200300095,젠빅연질캡슐,GEN,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428018612500061
200301618,에도스텐캡슐(에르도스테인),NSEDO,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759760473100092
200402508,엘테인캡슐(에르도스테인),HANAETI,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153754440691500033
200400364,한올트리메부틴말레산염정,마크43,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609534390200179
200102920,파워폴연질캡슐(수출명:POWERPOLL),POWER,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428018612500160
200301795,뉴젠비싸이모정,CYMO,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6LXQ
200201239,아르펜정,A-R,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000010
200403167,아페린정,H분할선S,AR,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NUvcxOCsGD
200200343,락토바이장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),IDPLAC,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427975564100197
200400325,아로나민씨플러스정,ARO-C,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600033
200102596,로페리드캡슐,로페리드,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428023057800113
200300463,이알디캡슐(에르도스테인),마크ERD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154123315326000087
200301033,엘부날캡슐(에르도스테인),JYPEBN,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428023057800181
200403886,콜다운연질캡슐,NPC,-,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428124064400073
200100922,로노펜정(덱시부프로펜),TG,RNP,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcjsrU2ZXv
200301610,엘도랄정(에르도스테인),K분할선D,EL300,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599023163600069
200301589,파이에온정,DID,-,원형,자주,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_kb4Aa6Al
200700012,안티노을연질캡슐,RPANL,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300079
200607903,셀지민정,SEZ,분할선,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300107
201307379,마이믹스정,WMD,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426713789400036
200607004,칼디플러스정,HN분할선CA,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148648204204900054
200709544,임팩타민정,V-B,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600107
200102527,노텍정(세티리진염산염),분할선,마크NT,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428322126600002
200403042,헤모테인캡슐,GUJUHMT,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6CB4
200401058,훼르친캡슐,CGPHRC,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428181019400194
198501220,제텐씨정,Zn-C,-,타원형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732685268700094
200300913,이가탄에프캡슐,이가탄F-------마크,IgatanF--------,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885962952100111
200607867,아미노피정,AMN,I분할선Y,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600011
200403671,에이스펜연질캡슐(나프록센),RPLDP,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFUs
200400644,아나탁심정(나프록센나트륨),MTS,ANT,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428185705700160
200500806,나프노펜정(나프록센나트륨),NN,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428185705700163
200707923,덴티하이캡슐,DentiHigh,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611733843800000
200202573,미투-에스연질캡슐,YPP,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428322126600149
200402546,이모나캡슐,마크EMN,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428322126600170
200501234,투헬스연질캡슐,투헬스,-,장방형,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100176
199400581,어린이용타스펜정160밀리그램(아세트아미노펜),PT분할선160,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427405147000066
200302005,조아토닉캡슐(수출용),CHO-ATON,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700038
200501401,센시덴탈캡슐,경남센시덴탈,-,장방형,보라,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200151
200612754,파로베캡슐,파로베IDP,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759755917300005
200608466,마그넬정(수산화마그네슘),MGN,마크,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597936794100032
200502688,비타비스정,KMS,C15,원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665493852900030
200501899,옥시큐텐연질캡슐,옥시큐텐,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809058168300174
201300116,이브큐레이디연질캡슐,이브큐,-,타원형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900069
200500552,씨콜드정,CC,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000006
200009088,로와치넥스캡슐,-,-,기타,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000061
200500102,알루실산정,GH,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000064
201307834,글로게이트정(알마게이트),KG,U1,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NUBfpZPSFE
200402580,콤비올에이정,COMBY,-,장방형,청록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428239002400162
200500548,게므론골드정,게므론G,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148647963523800110
200502014,두스카정,NS2,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000140
200403327,콜레논연질캡슐(수출명:DreamwaySoftCapsule),CLN,-,타원형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809045897300123
200704407,코큐텐비타알부정,ΛLQ,I분할선Y,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700028
200503125,덴카바캡슐,알리코덴카바,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428292906000008
200502133,쾌이락큐정,마크GE,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428292906000087
200901934,엘탑정(엘카르니틴),MJC,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O6_eSOFVjK
200302254,콜바스타에프정,마크3,분할선,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MV_0W
200200100,모두펜정,GH,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FCN
200500570,타나센정,YH,TNX,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428292906000164
200612567,칼시롤정,SWCL,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428248730900101
200703357,콜드큐정,CLD,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428248730900156
201307930,노자임캡슐40000(판크레아틴장용성제피펠렛),40.000,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723228746300092
200400550,에카씬정,M분할선L,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428209769800020
200709913,제스판골드정,ZPG,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O3VwdlngvE
200704918,콜콜코정,CA분할선CO,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700032
200706280,티라노골드츄어블정,마크,마크,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428253932200046
200401852,덴타씨포르테캡슐,DTFDTF,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzgL
200502661,제나콤정(알벤다졸),ZN,분할선,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Md8mOUAcHG
200600421,아스콘에이캡슐,ASCONASCON,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858400027
200604321,시노코프캡슐,현대약품시노코프,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600173
200501637,홈타민에이연질캡슐,Homtamin-A,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672211034800178
200202342,하디콜정,KDP,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428302565600150
200101570,에코프캡슐,ECOUGHSAMJIN,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689487764000111
200402063,맥코이정,WAL33,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400007
200403333,에센비정,E,마크,사각형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956200015
200500605,슈카민정,M분할선L,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600119
200102658,타렌스탑캡슐,PK-BPK-B,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_ONkylBsx
200713171,엘큐정(엘카르니틴),LCT,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400068
200300929,이가덱스캡슐,IGDX,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwUZ
199600953,알파시돌연질캡슐0.5마이크로그램(알파칼시돌),AGP,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000004
200501661,뉴란스플러스정,N분할선P,마크,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300050
200605374,브이텐연질캡슐,YHVT,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400176
200403625,푸푸에프연질캡슐,RPPPF,-,장방형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200068
200600573,훼리너프캡슐,GCC훼리너프,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6C4P
200607736,덴타자임캡슐,YHDTZ,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900074
200403718,덴티몬캡슐,KBPKBP,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900098
200103044,메가코정,MG,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900107
200402585,알레스탑-에스정,SIA,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599016029800071
201310644,본본연질캡슐,B-BORN,-,타원형,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400045
201310391,헬씨파워연질캡슐,RPHPW,-,타원형,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426806030600133
200404168,덴타-파워캡슐,덴타파워IB,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427858033600055
201404844,앤디락생캡슐(바실루스리케니포르미스균),IYAS,-,장방형,자주,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300099
200704813,헤모큐플러스캡슐,D.WHMQ,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300072
201308385,이부로엔연질캡슐(이부프로펜),SKIBN,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151922765025100161
200905018,코스펜정,CO,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426438997500144
200802864,디카맥스디플러스정,마크,P,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427847082700100
201006592,푸른비타정,KKV,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdJw
201406046,유메이드정,MJ,분할선,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426985017000092
201405450,트릴로신정,MJ11,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600043
199901076,라마틴정,BPR,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427655153100172
201500662,텐다나민캡슐,TENDATENDA,-,장방형,보라,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427000324100090
201401944,장제로정,IYJZ,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426857383000014
201403389,여우엔연질캡슐(나프록센),여우엔,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426894527600056
200403398,비컴쿨캡슐,비컴쿨비컴쿨,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427262812300044
200502455,센도스연질캡슐,센도스,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000073
200003464,알피렌연질캡슐,알파,-,타원형,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427795990100078
200502450,아낙센정,alpha,200,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000187
199803684,유니탁정,U-I,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723186783400187
200600665,엘시콤정,UM,분할선,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100107
200712325,포리그론연질캡슐,포리그론,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427703001400036
201500723,뮤테인캡슐(아세틸시스테인),H.KrsH.Krs,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000090
201500683,프러펜400연질캡슐(이부프로펜),프러펜,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427000324100111
201502420,휴니즈아세틸시스테인캡슐200mg,마크ACT,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427049111000115
201308377,마그셀연질캡슐,KSMGC,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200085
200511293,오큐바이트프리저비전정,BL01,분할선,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152188712226700025
201405107,티노큐정75mg(라니티딘염산염),BP,75,오각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148387985149700077
201401236,디어미정,-,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800072
201505138,헬티스에프캡슐,헬티스FHELTEETHFSP,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427106970700000
201502442,코리투살에스코프연질캡슐,에스코프,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3Tc2
201502443,코리투살에스콜드연질캡슐,에스콜드,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3Tce
