품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
201503487,대웅바이오실데나필정50밀리그램(실데나필시트르산염),19830008,대웅바이오(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100098,DWB,5분할선0,삼각형,연두,-,-,-,12,5.715,4.8,20150818,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20170909,
201503486,대웅바이오실데나필정100밀리그램(실데나필시트르산염),19830008,대웅바이오(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100095,DWB,분할선,삼각형,연두,-,-,-,15.24,8,6.6,20150818,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20170909,
201309423,부광엔테카비르정1.0밀리그램(엔테카비르수화물),19630001,부광약품(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426782731800185,BK,E10,삼각형,분홍,-,-,-,10.99,10.99,4.74,20131025,03910,간장질환용제,전문의약품,20130925,필름코팅정,-,-,-,-,-,-,20200615,
201503288,타다프리정20밀리그램(타다라필),19580003,알보젠코리아(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3L6,분할선,ΛK20,삼각형,노랑,-,-,-,15.3,7.15,4.5,20150902,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201503289,타다프리정5밀리그램(타다라필),19580003,알보젠코리아(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3JX,ΛK5,-,삼각형,노랑,-,-,-,8.6,4.15,3.16,20150902,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201500883,바루드정0.5밀리그램(엔테카비르),19580004,안국약품(주),흰색∼회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427005120400048,AG,0.5,삼각형,하양,-,-,-,8.3,8.3,4,20151012,03910,간장질환용제,전문의약품,20150217,필름코팅정,-,-,-,-,-,-,20200524,
201500884,바루드정1밀리그램(엔테카비르),19580004,안국약품(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427005120400051,AG,1.0,삼각형,분홍,-,-,-,11,11,5,20151012,03910,간장질환용제,전문의약품,20150217,필름코팅정,-,-,-,-,-,-,20200524,
201405418,엔크루드정1밀리그램(엔테카비르),19720016,(주)엘지화학,분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500004,LG,E1,삼각형,분홍,-,-,-,11,11,5,20151016,03910,간장질환용제,전문의약품,20141120,필름코팅정,-,-,-,-,-,-,-,
201405791,엔크루드정0.5밀리그램(엔테카비르),19720016,(주)엘지화학,흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500010,LG,E0,삼각형,하양,-,-,-,8.5,8.5,4,20151016,03910,간장질환용제,전문의약품,20141208,필름코팅정,-,-,-,-,-,-,-,
201403650,프라임엔테카비르정,19950015,한국프라임제약(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426904094800146,KPP,-,삼각형,하양,-,-,-,9,8,4,20151016,03910,간장질환용제,전문의약품,20140806,필름코팅정,-,-,-,-,-,-,20200524,
201401127,케비란정1밀리그램(엔테카비르),19910001,한국유나이티드제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800005,KV1,UT,삼각형,분홍,-,-,-,11,10,4,20151020,03910,간장질환용제,전문의약품,20140312,필름코팅정,-,-,-,-,-,-,20200524,
201401239,케비란정0.5밀리그램(엔테카비르),19910001,한국유나이티드제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800075,KV0.5,UT,삼각형,하양,-,-,-,8.5,8.5,3,20151020,03910,간장질환용제,전문의약품,20140318,필름코팅정,-,-,-,-,-,-,20200524,
201501712,바로클정0.5mg(엔테카비르),20020010,성원애드콕제약(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427032054000048,SW,BL,삼각형,하양,-,-,-,9,9,4,20151014,03910,간장질환용제,전문의약품,20150331,필름코팅정,-,-,-,-,-,-,-,
201206804,카비어정1밀리그램(엔테카비르),19570027,한미약품(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Dzo,E,1,삼각형,분홍,-,-,-,10.78,10.55,4.78,20141107,03910,간장질환용제,전문의약품,20120914,필름코팅정,-,-,-,-,-,-,20200524,
201503300,더플러스정5밀리그램(타다라필),20020023,(주)한국글로벌제약,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100159,KG,5,삼각형,노랑,-,-,-,8.55,4.04,2.9,20151210,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201503297,더플러스정20밀리그램(타다라필),20020023,(주)한국글로벌제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100148,K분할선G,20,삼각형,노랑,-,-,-,15.18,7.12,4.43,20151210,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,-,
201403511,엔테비르정1.0mg(엔테카비르),19980005,화일약품(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723209387200169,WER,1.0,삼각형,분홍,-,-,-,10.5,10.5,4,20151211,03910,간장질환용제,전문의약품,20140730,필름코팅정,-,-,-,-,-,-,20200524,
201403512,엔테비르정0.5mg(엔테카비르),19980005,화일약품(주),흰색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723209387200178,WER,0.5,삼각형,하양,-,-,-,8.6,8.3,3,20151211,03910,간장질환용제,전문의약품,20140730,필름코팅정,-,-,-,-,-,-,20200524,
201308187,엔카비어정0.5밀리그램(엔테카비르),19860002,제일약품(주),1.내수용:흰색~회백색의삼각형필름코팅정2.수출용:흰색~연한황백색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712500142,JI,I,삼각형,하양,-,-,-,9.8,8.9,3.9,20131022,03910,간장질환용제,전문의약품,20130712,필름코팅정,-,-,-,-,-,-,20200524,
201308188,엔카비어정1밀리그램(엔테카비르),19860002,제일약품(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426736741800027,JI,II,삼각형,분홍,-,-,-,11.8,10.6,4.9,20131022,03910,간장질환용제,전문의약품,20130712,필름코팅정,-,-,-,-,-,-,20200524,
201601706,펜타칸설하정267마이크로그램(펜타닐시트르산염),20151079,(주)한국팜비오,흰색의볼록한삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674131164600060,2,-,삼각형,하양,-,-,-,5.4,5.4,2.8,20160909,08210,합성마약,전문의약품,20160331,설하정,-,-,-,-,-,-,-,
201601707,펜타칸설하정400마이크로그램(펜타닐시트르산염),20151079,(주)한국팜비오,흰색의볼록한삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674131164600048,4,-,삼각형,하양,-,-,-,5.4,5.4,2.8,20160909,08210,합성마약,전문의약품,20160331,설하정,-,-,-,-,-,-,-,
201601710,펜타칸설하정133마이크로그램(펜타닐시트르산염),20151079,(주)한국팜비오,흰색의볼록한삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829657920500143,1,-,삼각형,하양,-,-,-,5.4,5.4,2.8,20160909,08210,합성마약,전문의약품,20160331,설하정,-,-,-,-,-,-,-,
201503291,파워애정20밀리그램(타다라필),20020020,크리스탈생명과학(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100136,B분할선T,20,삼각형,노랑,-,-,-,15,7,4,20160226,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201601708,펜타칸설하정533마이크로그램(펜타닐시트르산염),20151079,(주)한국팜비오,흰색의볼록한삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674131164600066,5,-,삼각형,하양,-,-,-,5.4,5.4,2.8,20160909,08210,합성마약,전문의약품,20160331,설하정,-,-,-,-,-,-,-,
201405068,신로신정,19590001,에이프로젠제약(주),황갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426959368900054,KS,-,삼각형,갈색,-,-,-,9,8.4,5.1,20160525,03990,따로분류되지않는대사성의약품,일반의약품,20141031,나정,-,-,-,-,-,-,-,
201503301,데일라정5mg(타다라필),19620007,알리코제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mf9b53Dgvn,ΛC,5,삼각형,노랑,-,-,-,8.68,3.92,3.11,20160921,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201508516,아작스정20밀리그램(타다라필),19660001,현대약품(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147204242027100016,H분할선D,20,삼각형,노랑,-,-,-,15,7,4,20160824,02590,기타의비뇨생식기관및항문용약,전문의약품,20151230,필름코팅정,-,-,-,-,-,-,20210205,
201606317,스프라이셀정80밀리그램(다사티닙),20162212,(유)한국비엠에스제약,흰색내지회백색의양면이볼록한삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149105317028600160,BMS80,855,삼각형,하양,-,-,-,10,10,4.23,20170324,04210,항악성종양제,전문의약품,20161027,필름코팅정,-,-,-,-,-,-,20190726,
201703978,발그나필정20밀리그램(타다라필),19560016,제이더블유신약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300057,JWS,2분할선0,삼각형,노랑,-,-,-,15,7,4.4,20170726,02590,기타의비뇨생식기관및항문용약,전문의약품,20170616,필름코팅정,-,-,-,-,-,-,20210205,
201703979,발그나필정10밀리그램(타다라필),19560016,제이더블유신약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300063,JWS,1분할선0,삼각형,노랑,-,-,-,12.5,6,3.2,20170726,02590,기타의비뇨생식기관및항문용약,전문의약품,20170616,필름코팅정,-,-,-,-,-,-,20210205,
201703977,발그나필정5밀리그램(타다라필),19560016,제이더블유신약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300069,JWS,5,삼각형,노랑,-,-,-,8.5,4,3,20170726,02590,기타의비뇨생식기관및항문용약,전문의약품,20170616,필름코팅정,-,-,-,-,-,-,20210205,
201701587,에스글리토정25/5밀리그램,20152871,한국베링거인겔하임(주),양쪽이평평하고가장자리의날이선연한분홍색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvl6m,마크,25/5,삼각형,분홍,-,-,-,8.1,8.1,3.3,20180907,03960,당뇨병용제,전문의약품,20170331,필름코팅정,집|화살|교회,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100129,-,r0168,-,20220413,
201701586,에스글리토정10/5밀리그램,20152871,한국베링거인겔하임(주),양쪽이평평하고가장자리의날이선연한노랑색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvl7V,마크,10/5,삼각형,노랑,-,-,-,8.1,8.1,3.3,20180907,03960,당뇨병용제,전문의약품,20170331,필름코팅정,집|화살|교회,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100129,-,r0168,-,20220413,
201803835,케이론정20밀리그램(타다라필),19670005,풍림무약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154595762379300078,P분할선L,20,삼각형,노랑,-,-,-,15.2,7.1,4.5,20181204,02590,기타의비뇨생식기관및항문용약,전문의약품,20180928,필름코팅정,-,-,-,-,-,-,20210205,
201803366,스테글라트로정15밀리그램(에르투글리플로진L-피로글루탐산),20160587,한국엠에스디(주),"한면에""702”가새겨진빨강색의양면이볼록한삼각형의필름코팅정",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVzhGcz6W6,702,-,삼각형,주황,-,-,-,9.3,9.3,4.7,20180830,03960,당뇨병용제,전문의약품,20180817,필름코팅정,-,-,-,-,-,-,20210205,
201803367,스테글라트로정5밀리그램(에르투글리플로진L-피로글루탐산),20160587,한국엠에스디(주),한면에“701”이새겨진분홍색의양면이볼록한삼각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVzhGcz6WR,701,-,삼각형,분홍,-,-,-,6.6,6.6,3.3,20180830,03960,당뇨병용제,전문의약품,20180817,필름코팅정,-,-,-,-,-,-,20210205,
201707241,카보메틱스정40밀리그램(카보잔티닙),20161402,입센코리아(주),노란색의삼각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154307400984500056,XL,40,삼각형,노랑,-,-,-,8.0,8.0,3.9,20181119,04210,항악성종양제,전문의약품,20170926,필름코팅정,-,-,-,-,-,-,20220310,
201206317,라파뮨정0.5밀리그램(시롤리무스),20160560,한국화이자제약(주),삼각형의옅은갈색당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154246922660600009,RAPAMUNE0.5mg,-,삼각형,노랑,-,-,-,9.8,9.8,4.7,20181115,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20120730,당의정,-,-,-,-,-,-,20220610,
201803832,시알롱기정20mg(타다라필),19580008,대원제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MYTX0L3KN_,C분할선L,20,삼각형,노랑,-,-,-,15.2,7.2,4.4,20190122,02590,기타의비뇨생식기관및항문용약,전문의약품,20180928,필름코팅정,-,-,-,-,-,-,20210205,
201803831,시알롱기정10mg(타다라필),19580008,대원제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MYTX0L3KOU,C분할선L,10,삼각형,노랑,-,-,-,12.7,6.2,3.2,20190122,02590,기타의비뇨생식기관및항문용약,전문의약품,20180928,필름코팅정,-,-,-,-,-,-,20210205,
201803830,시알롱기정5mg(타다라필),19580008,대원제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MYTX0L3KPH,CL,5,삼각형,노랑,-,-,-,8.6,4.1,2.9,20190122,02590,기타의비뇨생식기관및항문용약,전문의약품,20180928,필름코팅정,-,-,-,-,-,-,20210205,
201704021,발그리아정100밀리그램(실데나필시트르산염),19560016,제이더블유신약(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300045,JWS,분할선,삼각형,연두,-,-,-,15.2,8,6.6,20170725,02590,기타의비뇨생식기관및항문용약,전문의약품,20170619,필름코팅정,-,-,-,-,-,-,20170909,
201704022,발그리아정50밀리그램(실데나필시트르산염),19560016,제이더블유신약(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300051,JWS,5분할선0,삼각형,연두,-,-,-,12,5.8,4.8,20170725,02590,기타의비뇨생식기관및항문용약,전문의약품,20170619,필름코팅정,-,-,-,-,-,-,20170909,
200710887,루알바정20밀리그램(레플루노미드),19710005,(주)셀트리온제약,황색내지미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MfSEl6hMLI,L2,-,삼각형,노랑,-,-,-,7.3,7.3,3.6,20190425,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,-,-,-,-,-,-,20191226,
201503305,타올라스정20밀리그램(타다라필),19710005,(주)셀트리온제약,노란색삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MiXf_My-2m,CLP20,-,삼각형,노랑,-,-,-,10.6,10.5,4.9,20190603,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201503302,일나스정5밀리그램(타다라필),19960030,(주)넥스팜코리아,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MaQuqD9clQ,N분할선K,5,삼각형,노랑,-,-,-,8.6,4.1,2.9,20190221,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201902790,제이케이(JK)정20밀리그램(타다라필),19580012,하나제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEH82,H분할선N,20,삼각형,노랑,-,-,-,15.3,7.2,4.5,20190814,02590,기타의비뇨생식기관및항문용약,전문의약품,20190430,필름코팅정,-,-,-,-,-,-,20210205,
201902791,제이케이(JK)정10밀리그램(타다라필),19580012,하나제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEH8e,H분할선N,I0,삼각형,노랑,-,-,-,12.7,6.2,3.4,20190814,02590,기타의비뇨생식기관및항문용약,전문의약품,20190430,필름코팅정,-,-,-,-,-,-,20210205,
201902789,제이케이(JK)정5밀리그램(타다라필),19580012,하나제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEH9E,HN,5,삼각형,노랑,-,-,-,8.7,4.2,3,20190814,02590,기타의비뇨생식기관및항문용약,전문의약품,20190430,필름코팅정,-,-,-,-,-,-,20210205,
201908147,써모젠정,20152174,(주)인트로바이오파마,다홍색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_4NHfUrrz,E10,마크,삼각형,분홍,-,-,-,9.1,9.1,4.3,20200102,01140,해열.진통.소염제,일반의약품,20191128,나정,-,-,-,-,-,-,-,
201803186,라파로벨정2밀리그램(시롤리무스),19650001,(주)종근당,삼각형의황색또는미황색당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtKf7lr5OY,2mg,-,삼각형,노랑,-,-,-,8.7,8.7,4.4,20190930,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20180802,당의정,-,-,-,-,-,-,20190825,
201904571,라파로벨정1밀리그램(시롤리무스),19650001,(주)종근당,삼각형의흰색또는거의흰색의당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtKf7lr5P8,1mg,-,삼각형,하양,-,-,-,8.7,8.7,4.4,20190930,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20190705,당의정,-,-,-,-,-,-,20190825,
202000918,라파로벨정0.5밀리그램(시롤리무스),19650001,(주)종근당,삼각형의옅은갈색당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N78w75cux6,0.5mg,-,삼각형,노랑,-,-,-,8.7,8.7,4.3,20200423,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20200213,당의정,-,-,-,-,-,-,20200308,
201903303,고든정20mg(타다라필),20040011,(주)씨티씨바이오,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml-kwRqClX,T분할선C,20,삼각형,노랑,-,-,-,15.2,7.2,4.4,20190710,02590,기타의비뇨생식기관및항문용약,전문의약품,20190521,필름코팅정,-,-,-,-,-,-,20210205,
201903302,고든정10mg(타다라필),20040011,(주)씨티씨바이오,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml-kwRqCm7,T분할선C,10,삼각형,노랑,-,-,-,12.7,6.1,3.2,20190710,02590,기타의비뇨생식기관및항문용약,전문의약품,20190521,필름코팅정,-,-,-,-,-,-,20210205,
201506541,올앳스정100밀리그램(실데나필시트르산염),20182522,주식회사더유제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OIW,마크,분할선,삼각형,연두,-,-,-,15.6,8.2,6.6,20200227,02590,기타의비뇨생식기관및항문용약,전문의약품,20150914,필름코팅정,-,-,-,-,-,-,20170909,
202000498,오바램정50밀리그램(실데나필시트르산염),19880005,(주)보령,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7lFt9NAZT,BR,5분할선0,삼각형,연두,-,-,-,12.3,5.9,4.7,20200429,02590,기타의비뇨생식기관및항문용약,전문의약품,20200130,필름코팅정,-,-,-,-,-,-,-,
202000499,오바램정100밀리그램(실데나필시트르산염),19880005,(주)보령,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7lFt9NAa3,BR,분할선,삼각형,연두,-,-,-,15.7,8.3,6.6,20200429,02590,기타의비뇨생식기관및항문용약,전문의약품,20200130,필름코팅정,-,-,-,-,-,-,-,
201904662,오설램정20밀리그램(타다라필),19880005,(주)보령,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ms70TADWlQ,B분할선R,20,삼각형,노랑,-,-,-,15.2,7.2,4.5,20190925,02590,기타의비뇨생식기관및항문용약,전문의약품,20190710,필름코팅정,-,-,-,-,-,-,20210205,
201904663,오설램정10밀리그램(타다라필),19880005,(주)보령,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ms70TADWm0,B분할선R,10,삼각형,노랑,-,-,-,12.6,6.1,3.3,20190925,02590,기타의비뇨생식기관및항문용약,전문의약품,20190710,필름코팅정,-,-,-,-,-,-,20210205,
201904661,오설램정5밀리그램(타다라필),19880005,(주)보령,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ms70TADWmc,BR,5,삼각형,노랑,-,-,-,8.7,4.2,2.9,20190925,02590,기타의비뇨생식기관및항문용약,전문의약품,20190710,필름코팅정,-,-,-,-,-,-,20210205,
201503493,윕스정20밀리그램(타다라필),20182522,주식회사더유제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NAT_bwbZan,마크,20,삼각형,노랑,-,-,-,15.2,7.2,4.5,20200603,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201907587,아셀렉스정2밀리그램(폴마콕시브),20150261,크리스탈지노믹스(주),파란색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0L6J0YIBe,마크,-,삼각형,파랑,-,-,-,8.2,6.2,3.2,20200129,01140,해열.진통.소염제,전문의약품,20191030,필름코팅정,세모|△|▽|V|스페이드|A,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938669511100054,-,r0548,-,20201017,
202001216,조아활리정,19640007,조아제약(주),황갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N6ibdbl6SD,CΛ,-,삼각형,갈색,-,-,-,8.5,8.5,5,20200421,03990,따로분류되지않는대사성의약품,일반의약품,20200220,나정,-,-,-,-,-,-,20200414,
202006756,게보린쿨다운정,19560011,삼진제약(주),연한초록색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Oud,GRC,-,삼각형,초록,-,-,-,11.3,11.3,7.2,20201105,01140,해열.진통.소염제,일반의약품,20201006,필름코팅정,-,-,-,-,-,-,-,
202009161,토르티정5밀리그램(타다라필),20152174,(주)인트로바이오파마,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlRl,T13,-,삼각형,주황,-,-,-,8.6,4.1,2.9,20210319,02590,기타의비뇨생식기관및항문용약,전문의약품,20201223,필름코팅정,-,-,-,-,-,-,20220308,
202009160,토르티정10밀리그램(타다라필),20152174,(주)인트로바이오파마,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlS1,T14,분할선,삼각형,주황,-,-,-,12.7,6.1,3.2,20210319,02590,기타의비뇨생식기관및항문용약,전문의약품,20201223,필름코팅정,-,-,-,-,-,-,20210121,
202009162,토르티정20밀리그램(타다라필),20152174,(주)인트로바이오파마,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlSJ,T15,분할선,삼각형,주황,-,-,-,15.2,7.1,4.3,20210319,02590,기타의비뇨생식기관및항문용약,전문의약품,20201223,필름코팅정,-,-,-,-,-,-,20210121,
202009185,토르에스정50밀리그램(실데나필시트르산염),20152174,(주)인트로바이오파마,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlSb,S09,분할선,삼각형,연두,-,-,-,12.2,5.9,5.1,20210319,02590,기타의비뇨생식기관및항문용약,전문의약품,20201224,필름코팅정,-,-,-,-,-,-,-,
202009186,토르에스정100밀리그램(실데나필시트르산염),20152174,(주)인트로바이오파마,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlSt,S10,분할선,삼각형,연두,-,-,-,15.4,8.2,6.5,20210319,02590,기타의비뇨생식기관및항문용약,전문의약품,20201224,필름코팅정,-,-,-,-,-,-,-,
197900277,게보린정(수출명:돌로린정),19560011,삼진제약(주),홍색의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N5PLuAiUvi,GR,-,삼각형,분홍,-,-,-,11.2,11.2,7.4,20200331,01140,해열.진통.소염제,일반의약품,19790315,나정,-,-,-,-,-,-,20150709,
